what,kind,bundleId,bundleVersion,description,time
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1496322623856
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1496322623856
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1496322623856
java.vm.specification.version,sysinfo,,,"1.8",1496322623856
java.vm.vendor,sysinfo,,,"Oracle Corporation",1496322623856
java.vm.version,sysinfo,,,"25.131-b11",1496322623856
started,bundle,org.eclipse.m2e.usagedata,1.0.0.20110607-2117,"org.eclipse.m2e.usagedata",1496322623858
started,bundle,org.eclipse.ltk.core.refactoring,3.5.200.v20110505-0800,"org.eclipse.ltk.core.refactoring",1496322725790
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1496322725792
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1496322727097
started,bundle,org.eclipse.compare,3.5.200.I20110525-0800,"org.eclipse.compare",1496322727100
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1496322729198
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1496322732856
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1496322732861
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1496322732861
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1496322737392
started,bundle,es.ucm.gaia.colibristudio.WizardNewProject,1.0.0,"es.ucm.gaia.colibristudio.WizardNewProject",1496322744820
started,bundle,es.ucm.gaia.colibristudio.LibraryPool,1.0.0,"es.ucm.gaia.colibristudio.LibraryPool",1496322745713
started,bundle,es.ucm.gaia.colibristudio.ViewCaseDesigner,1.0.0,"es.ucm.gaia.colibristudio.ViewCaseDesigner",1496322745754
started,bundle,es.ucm.gaia.colibristudio.ViewSimilarity,1.0.0,"es.ucm.gaia.colibristudio.ViewSimilarity",1496322745757
started,bundle,es.ucm.gaia.colibristudio.ViewPlainTextConnector,1.0.0,"es.ucm.gaia.colibristudio.ViewPlainTextConnector",1496322745971
started,bundle,es.ucm.gaia.colibristudio.ViewDatabaseConnector,1.0.0,"es.ucm.gaia.colibristudio.ViewDatabaseConnector",1496322746239
started,bundle,es.ucm.gaia.colibristudio.ViewCaseBaseSelector,1.0.0,"es.ucm.gaia.colibristudio.ViewCaseBaseSelector",1496322746313
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1496322831470
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1496322831565
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1496322831918
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1496322832021
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1496322833954
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1496322845332
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1496322848698
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1496322849123
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1496322849352
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1496322873662
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1496322876580
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1496322881834
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1496322884688
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1496322884718
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1496322884730
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1496322884730
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1496322886198
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1496322957793
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1496322960016
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1496322961740
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1496322961791
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.0.20110607-2117,"org.eclipse.m2e.logback.configuration",1496322961979
stopped,bundle,org.eclipse.m2e.discovery,1.0.0.20110607-2117,"org.eclipse.m2e.discovery",1496322961992
stopped,bundle,org.eclipse.m2e.refactoring,1.0.0.20110607-2117,"org.eclipse.m2e.refactoring",1496322961992
stopped,bundle,org.eclipse.m2e.editor,1.0.0.20110607-2117,"org.eclipse.m2e.editor",1496322961992
stopped,bundle,org.eclipse.m2e.editor.xml,1.0.0.20110607-2117,"org.eclipse.m2e.editor.xml",1496322961992
stopped,bundle,org.eclipse.m2e.jdt,1.0.0.20110607-2117,"org.eclipse.m2e.jdt",1496322961992
stopped,bundle,org.eclipse.m2e.launching,1.0.0.20110607-2117,"org.eclipse.m2e.launching",1496322961992
stopped,bundle,org.eclipse.m2e.usagedata,1.0.0.20110607-2117,"org.eclipse.m2e.usagedata",1496322961992
stopped,bundle,es.ucm.gaia.colibristudio.RunButton,1.0.0,"es.ucm.gaia.colibristudio.RunButton",1496322961992
stopped,bundle,es.ucm.gaia.colibristudio.WizardNewProject,1.0.0,"es.ucm.gaia.colibristudio.WizardNewProject",1496322961992
stopped,bundle,es.ucm.gaia.colibristudio.ViewCaseBaseSelector,1.0.0,"es.ucm.gaia.colibristudio.ViewCaseBaseSelector",1496322961992
stopped,bundle,es.ucm.gaia.colibristudio.ViewDatabaseConnector,1.0.0,"es.ucm.gaia.colibristudio.ViewDatabaseConnector",1496322961992
stopped,bundle,es.ucm.gaia.colibristudio.ViewPlainTextConnector,1.0.0,"es.ucm.gaia.colibristudio.ViewPlainTextConnector",1496322961992
stopped,bundle,es.ucm.gaia.colibristudio.ViewSimilarity,1.0.0,"es.ucm.gaia.colibristudio.ViewSimilarity",1496322961992
stopped,bundle,es.ucm.gaia.colibristudio.ViewCaseDesigner,1.0.0,"es.ucm.gaia.colibristudio.ViewCaseDesigner",1496322961992
stopped,bundle,es.ucm.gaia.colibristudio.ViewColoursInfo,1.0.0,"es.ucm.gaia.colibristudio.ViewColoursInfo",1496322961992
stopped,bundle,es.ucm.gaia.colibristudio.ViewTemplateEditor,1.0.0,"es.ucm.gaia.colibristudio.ViewTemplateEditor",1496322961993
stopped,bundle,es.ucm.gaia.colibristudio.LibraryPool,1.0.0,"es.ucm.gaia.colibristudio.LibraryPool",1496322961993
stopped,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1496322961993
stopped,bundle,org.eclipse.help.ui,3.5.100.v20110425,"org.eclipse.help.ui",1496322961993
stopped,bundle,org.eclipse.help.webapp,3.6.0.v20110518,"org.eclipse.help.webapp",1496322961993
stopped,bundle,org.eclipse.epp.mpc.ui,1.1.0.I20110525-0742,"org.eclipse.epp.mpc.ui",1496322961993
stopped,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1496322961993
stopped,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1496322961993
stopped,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1496322961993
stopped,bundle,org.eclipse.help.base,3.6.0.v201106131736,"org.eclipse.help.base",1496322961993
stopped,bundle,org.eclipse.equinox.http.jetty,2.0.100.v20110502,"org.eclipse.equinox.http.jetty",1496322961994
stopped,bundle,org.eclipse.m2e.core.ui,1.0.0.20110607-2117,"org.eclipse.m2e.core.ui",1496322961994
stopped,bundle,org.eclipse.m2e.core,1.0.0.20110607-2117,"org.eclipse.m2e.core",1496322961995
stopped,bundle,org.eclipse.mylyn.ide.ant,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ant",1496322961995
stopped,bundle,org.eclipse.ant.ui,3.5.100.v20110510,"org.eclipse.ant.ui",1496322961995
stopped,bundle,org.eclipse.ant.launching,1.0.100.v20110506,"org.eclipse.ant.launching",1496322961995
stopped,bundle,org.eclipse.compare.win32,1.0.200.I20110510-0800,"org.eclipse.compare.win32",1496322961995
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk",1496322961995
stopped,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1496322961995
stopped,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1496322961995
stopped,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1496322961995
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20110305-1450,"org.eclipse.jdt.apt.ui",1496322961995
stopped,bundle,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui",1496322961995
stopped,bundle,org.eclipse.wb.swing.databinding,1.0.0.r37x201106081552,"org.eclipse.wb.swing.databinding",1496322961995
stopped,bundle,org.eclipse.wb.core.databinding,1.0.0.r37x201106081531,"org.eclipse.wb.core.databinding",1496322961995
stopped,bundle,org.eclipse.wb.swing.FormLayout,1.0.0.r37x201106081552,"org.eclipse.wb.swing.FormLayout",1496322961995
stopped,bundle,org.eclipse.wb.swing.MigLayout,1.0.0.r37x201106081552,"org.eclipse.wb.swing.MigLayout",1496322961995
stopped,bundle,org.eclipse.wb.swing.java6,1.0.0.r37x201106081552,"org.eclipse.wb.swing.java6",1496322961995
stopped,bundle,org.eclipse.wb.swing.jsr296,1.0.0.r37x201106081552,"org.eclipse.wb.swing.jsr296",1496322961995
stopped,bundle,org.eclipse.wb.swing,1.0.0.r37x201106081552,"org.eclipse.wb.swing",1496322961995
stopped,bundle,org.eclipse.wb.core.ui,1.0.0.r37x201106081733,"org.eclipse.wb.core.ui",1496322961995
stopped,bundle,org.eclipse.wb.layout.group,1.0.0.r37x201106081642,"org.eclipse.wb.layout.group",1496322961995
stopped,bundle,org.eclipse.wb.os.win32,1.0.0.r37x201106081531,"org.eclipse.wb.os.win32",1496322961995
stopped,bundle,org.eclipse.wb.core,1.0.0.r37x201106081531,"org.eclipse.wb.core",1496322961995
stopped,bundle,es.ucm.gaia.colibristudio.PerspectiveColibriStudio,1.0.0,"es.ucm.gaia.colibristudio.PerspectiveColibriStudio",1496322961995
stopped,bundle,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui",1496322962019
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.ui",1496322962019
stopped,bundle,org.eclipse.wst.xsd.ui,1.2.404.v201105050216,"org.eclipse.wst.xsd.ui",1496322962019
stopped,bundle,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui",1496322962019
stopped,bundle,org.eclipse.wst.common.ui,1.1.500.v200911190730,"org.eclipse.wst.common.ui",1496322962019
stopped,bundle,org.eclipse.wst.sse.ui,1.3.0.v201105101529,"org.eclipse.wst.sse.ui",1496322962019
stopped,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1496322962026
stopped,bundle,org.eclipse.mylyn.commons.team,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.team",1496322962026
stopped,bundle,org.eclipse.mylyn.team.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.team.ui",1496322962026
stopped,bundle,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.resources",1496322962026
stopped,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1496322962029
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1496322962029
stopped,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1496322962029
stopped,bundle,org.eclipse.mylyn.resources.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.resources.ui",1496322962029
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.5.0.v20110608-1400,"org.eclipse.mylyn.wikitext.tasks.ui",1496322962029
stopped,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1496322962029
stopped,bundle,org.eclipse.mylyn.help.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.help.ui",1496322962029
stopped,bundle,org.eclipse.mylyn.tasks.bugs,3.6.0.v20110608-1400,"org.eclipse.mylyn.tasks.bugs",1496322962029
stopped,bundle,org.eclipse.mylyn.tasks.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.tasks.ui",1496322962029
stopped,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1496322962040
stopped,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1496322962052
stopped,bundle,org.eclipse.compare,3.5.200.I20110525-0800,"org.eclipse.compare",1496322962052
stopped,bundle,org.eclipse.ui.externaltools,3.2.0.v20110506,"org.eclipse.ui.externaltools",1496322962052
stopped,bundle,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui",1496322962052
stopped,bundle,org.eclipse.mylyn.wikitext.ui,1.5.0.v20110608-1400,"org.eclipse.mylyn.wikitext.ui",1496322962052
stopped,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1496322962052
stopped,bundle,org.eclipse.mylyn.commons.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.ui",1496322962052
stopped,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1496322962063
stopped,bundle,org.eclipse.wst.common.snippets,1.2.100.v201103281740,"org.eclipse.wst.common.snippets",1496322962063
stopped,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1496322962063
stopped,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1496322962063
stopped,bundle,org.eclipse.emf.edit.ui,2.7.0.v20110606-0949,"org.eclipse.emf.edit.ui",1496322962063
activated,perspective,org.eclipse.ui.ide.application,,"org.eclipse.ui.resourcePerspective",1496323384517
started,bundle,org.eclipse.osgi,3.7.0.v20110613,"org.eclipse.osgi",1496323384518
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110502-1955,"org.eclipse.equinox.simpleconfigurator",1496323384519
started,bundle,com.ibm.icu,4.4.2.v20110208,"com.ibm.icu",1496323384519
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1496323384519
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1496323384520
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1496323384521
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110505-0800,"org.eclipse.core.filebuffers",1496323384521
started,bundle,org.eclipse.core.jobs,3.5.100.v20110404,"org.eclipse.core.jobs",1496323384522
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1496323384523
started,bundle,org.eclipse.core.resources,3.7.100.v20110510-0712,"org.eclipse.core.resources",1496323384524
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1496323384524
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1496323384525
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1496323384525
started,bundle,org.eclipse.epp.mpc.ui,1.1.0.I20110525-0742,"org.eclipse.epp.mpc.ui",1496323384526
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1496323384526
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1496323384527
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1496323384528
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1496323384528
started,bundle,org.eclipse.equinox.ds,1.3.0.v20110502,"org.eclipse.equinox.ds",1496323384529
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1496323384529
started,bundle,org.eclipse.equinox.p2.core,2.1.0.v20110502-1955,"org.eclipse.equinox.p2.core",1496323384530
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110502-1955,"org.eclipse.equinox.p2.directorywatcher",1496323384531
started,bundle,org.eclipse.equinox.p2.engine,2.1.0.v20110511,"org.eclipse.equinox.p2.engine",1496323384532
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110510,"org.eclipse.equinox.p2.metadata",1496323384532
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110511-1359,"org.eclipse.equinox.p2.metadata.repository",1496323384533
started,bundle,org.eclipse.equinox.p2.operations,2.1.0.v20110511-1821,"org.eclipse.equinox.p2.operations",1496323384534
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110510,"org.eclipse.equinox.p2.reconciler.dropins",1496323384534
started,bundle,org.eclipse.equinox.p2.repository,2.1.0.v20110601,"org.eclipse.equinox.p2.repository",1496323384535
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk.scheduler",1496323384536
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110502-1955,"org.eclipse.equinox.p2.updatechecker",1496323384536
started,bundle,org.eclipse.equinox.preferences,3.4.0.v20110502,"org.eclipse.equinox.preferences",1496323384537
started,bundle,org.eclipse.equinox.registry,3.5.100.v20110502,"org.eclipse.equinox.registry",1496323384537
started,bundle,org.eclipse.equinox.security,1.1.0.v20110502,"org.eclipse.equinox.security",1496323384537
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1496323384538
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1496323384539
started,bundle,org.eclipse.jdt.core,3.7.0.v_B61,"org.eclipse.jdt.core",1496323384539
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110505-0800,"org.eclipse.jdt.core.manipulation",1496323384539
started,bundle,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui",1496323384540
started,bundle,org.eclipse.jface,3.7.0.I20110522-1430,"org.eclipse.jface",1496323384541
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1496323384541
started,bundle,org.eclipse.m2e.logback.configuration,1.0.0.20110607-2117,"org.eclipse.m2e.logback.configuration",1496323384541
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.core",1496323384542
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1496323384542
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1496323384542
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1496323384542
started,bundle,org.eclipse.mylyn.commons.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.ui",1496323384543
started,bundle,org.eclipse.mylyn.context.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.core",1496323384543
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1496323384544
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1496323384544
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.tasks.ui",1496323384545
started,bundle,org.eclipse.mylyn.team.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.team.ui",1496323384545
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1496323384546
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1496323384546
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1496323384547
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1496323384548
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1496323384548
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1496323384549
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1496323384549
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1496323384550
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1496323384550
started,bundle,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.ide",1496323384551
started,bundle,org.eclipse.ui.navigator,3.5.100.I20110524-0800,"org.eclipse.ui.navigator",1496323384552
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.resources",1496323384552
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1496323384552
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1496323384553
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1496323384553
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1496323384553
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1496323384554
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1496323384554
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1496323384554
started,bundle,org.eclipse.wb.discovery.core,1.0.0.r37x201106081733,"org.eclipse.wb.discovery.core",1496323384555
started,bundle,org.eclipse.wb.discovery.ui,1.0.0.r37x201106081733,"org.eclipse.wb.discovery.ui",1496323384555
os,sysinfo,,,"win32",1496323384558
arch,sysinfo,,,"x86_64",1496323384558
ws,sysinfo,,,"win32",1496323384558
locale,sysinfo,,,"en_SG",1496323384558
processors,sysinfo,,,"8",1496323384558
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1496323384558
java.runtime.version,sysinfo,,,"1.8.0_131-b11",1496323384558
java.specification.name,sysinfo,,,"Java Platform API Specification",1496323384558
java.specification.vendor,sysinfo,,,"Oracle Corporation",1496323384558
java.specification.version,sysinfo,,,"1.8",1496323384558
java.vendor,sysinfo,,,"Oracle Corporation",1496323384558
java.version,sysinfo,,,"1.8.0_131",1496323384558
java.vm.info,sysinfo,,,"mixed mode",1496323384558
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1496323384558
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1496323384558
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1496323384558
java.vm.specification.version,sysinfo,,,"1.8",1496323384558
